x	y	z	interp
-3.639147250468999	-0.6165447978078504	0.8750655668540566	0
-2.871104098836504	-0.1273408122846172	1.2883320399420743	0
-3.1087036287932746	0.11673212234816904	0.34813266430727763	0
-2.333319359052585	0.417613702767639	0.9033348876484486	0
-1.6172950706466902	0.6163322336150172	0.23414122067999033	0
-0.9055421262556131	0.6590098792586871	-0.46699098134252826	0
-1.144929530874848	0.5157766725073867	-1.4272919336451935	0
-0.7817252146444653	-0.22971039090077294	-1.9861583425147002	0
0.1509752954328355	-0.05480495671086211	-1.6707572524842735	0
0.554940840994769	-0.3047632369561725	-2.5507190108213367	0
1.5465915697847152	-0.26730092707906206	-2.4273277330540655	0
1.634868193070835	-0.3393199846792423	-1.4338386827250835	0
1.0146743272795198	-0.8464807936025898	-2.0322929271974908	0
1.4468072457801089	-0.66631431937144	-1.1486633768138022	0
1.8539975869644345	-0.7888108541144518	-0.2435718759023492	0
1.3833544933054671	-1.6096851250373074	0.07994089004049093	0
1.168140427206582	-2.4692047552289376	0.5435235806884788	0
0.9345852958843475	-1.5632069584054118	0.19050801051632466	0
1.6588188956743477	-1.746745910932524	-0.47417172126467994	0
1.9496885518965263	-1.496186149483651	0.44919962821064113	0
1.9468468611192098	-1.4927805563194743	1.449189791526624	0
2.9143797199078465	-1.2642279388400528	1.3412830345204303	0
2.5441468077106606	-0.7608606781375631	2.1220192201675814	0
2.472061226471865	0.23306982302286217	2.205120530869947	0
1.5112022454702383	0.019034234280246504	2.3810147757448643	0
1.3623923332972125	0.3096116199382165	1.4358055962595846	0
1.3417191417168184	0.36137316249255497	2.434251068913087	0
0.4869274778826146	0.24834323904763972	2.940764097220938	0
0.8342903175519957	-0.6268686741796303	3.2774288630665573	0
-0.06031415365555881	-0.21265678029196944	3.1097644749054187	0
0.5236855281040879	-0.9751791571241648	2.8313690788680366	0
0.7338572223650164	-0.49007707408991197	3.680194047850052	0
-0.04938276431148414	-0.16168348530462195	3.152280443066359	0
-0.07988127229135972	0.7411552630882607	2.7233841439317374	0
0.6659991407937644	1.2651007685037396	2.3121135314016383	0
0.172100170592914	1.6754951481199838	1.5455365552185953	0
1.0749595251654878	1.5182245443582885	1.145397900433498	0
1.9679807372263745	1.7503542239840724	1.5309221235974073	0
1.5200806995977874	2.4335162510367376	0.9541420952628575	0
1.4662159713102703	2.24470746038116	-0.02639338681705694	0
1.2856008226526905	2.2512459480004017	-1.0099254992846944	0
1.3013189047436715	2.258116837743558	-0.010072643725678398	0
1.2615825138256114	2.3135529316973886	-1.0077438614742658	0
1.2398637622802369	2.339457054107612	-0.008315388659194123	0
0.8696265393607249	3.039669943652585	0.6021158589681919	0
0.640044578240816	3.745167352617468	1.2726123385056862	0
0.5469061078174554	4.465203309420766	0.5849543957481294	0
0.3777743818019269	4.495036581123271	-0.40018743929621226	0
0.6515670933904267	3.7204369402053064	0.16992916927678514	0
1.099661532933508	4.513745919267839	-0.24222642875548	0
0.23154941418290187	4.753748922508611	-0.6767145272273987	0
0.538711392976416	4.2896320123738585	0.15409652981904154	0
0.49881160732546503	3.912147432433432	-0.7710593484048436	0
0.24132555862734872	3.935415249517344	0.19494248565862282	0
0.30375892741313426	3.3231451059174253	0.9831222530456023	0
0.23537700367024297	3.585736491122204	0.020641252234959384	0
0.6389684502114867	3.201026625819239	0.8507691121561408	0
0.08052591184393432	2.696143827905536	1.508975228591134	0
0.11257434306476816	2.719546806669265	0.5097629395147496	0
-0.558248883689844	2.5163598413641983	-0.20347703102577475	0
-0.6020200497164274	3.1650053961134015	-0.9633079525660683	0
-0.6065667526826084	4.005424067711343	-1.5052265663095792	0
0.24127118212565923	4.252609640221711	-1.9743428941460484	0
0.2685544615856337	4.687268800147029	-2.8745245632300866	0
0.3366221081912016	4.594753585690478	-3.867906529333578	0
0.44056652345947844	4.980872506287	-4.784480442169806	0
0.018159436709867027	4.5080548488804855	-4.011165683544108	0
-0.22977711009262045	4.109126098050417	-4.893992575137709	0
0.08137523922732956	3.4400789425549116	-4.2190406366739035	0
0.5439627625110733	4.303132524774694	-4.421898462551571	0
0.4053259457109145	3.8899500022932565	-3.521865109756578	0
0.47445331984714173	3.823610624826949	-2.5264654447262886	0
1.4212724129019814	3.697606948479204	-2.82253415055935	0
1.6358928426858699	4.180721341114356	-1.9736887260277998	0
1.6169528198738996	4.384944574359763	-0.9949476231110612	0
1.0050619654651962	4.951873149287138	-1.5464742074402333	0
1.3422484583797614	4.043044077383782	-1.792106019425694	0
1.2108894163733417	4.833765504416924	-1.1941892803107668	0
0.23222075009986376	5.001671473138716	-1.075803354956068	0
0.006446453704647748	5.424996874098172	-0.1984085909018477	0
0.4224195165341891	4.597133107331898	0.17789978619832797	0
1.133742447824825	5.202000251144842	0.5358878107964544	0
1.1442697560610915	5.607662397111179	-0.37807466059462247	0
1.0565965067377605	5.5383919689306484	0.6156632370085509	0
1.5709364498777088	4.923503623759407	1.213464831070801	0
1.2979652116406286	5.85965905189949	0.9918802705545661	0
0.7837212280682556	5.92754799254809	1.846833027785764	0
0.7937128170915345	5.969190188720229	2.8459156548225626	0
